Station ID,State,Network,Station Name,Latitude,Longitude,Elevation,HUC2 (2-digit),HUC2 Name,HUC4 (4-digit),HUC4 Name,HUC6 (6-digit),HUC6 Name,HUC8 (8-digit),HUC8 Name,HUC10 (10-digit),HUC10 Name,HUC12 (12-digit),HUC12 Name,Report Time Zone (Offset from GMT),Start Date,End Date
1123,CO,SNOTEL,Long Draw Resv,40.5123,-105.7656,9980,10,Missouri Region,1019,South Platte,101900,South Platte,10190007,Cache La Poudre,1019000702,Headwaters Cache La Poudre River,1.02E+11,La Poudre Pass Creek,-8,10/16/2008,1/1/2100
592,UT,SNOTEL,Long Flat,37.51255,-113.39661,7982,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030006,Escalante Desert,1603000614,Escalante Valley-Pinto Creek,1.60E+11,Pinto Creek,-8,9/9/1979,1/1/2100
1016,ID,SNOTEL,Long Valley,44.78835,-116.08878,4890,17,Pacific Northwest Region,1705,Middle Snake,170501,Middle Snake-Boise,17050123,North Fork Payette,1705012302,Lake Fork Creek-North Fork Payette River,1.71E+11,Lake Fork Creek,-8,10/1/2001,1/1/2100
593,UT,SNOTEL,Long Valley Jct,37.48756,-112.51458,7465,15,Lower Colorado Region,1501,Lower Colorado-Lake Mead,150100,Lower Colorado-Lake Mead,15010008,Upper Virgin,1501000802,East Fork Virgin River,1.50E+11,Headwaters East Fork Virgin River,-8,6/11/1986,1/1/2100
594,ID,SNOTEL,Lookout,47.45749,-115.70457,5190,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170103,Spokane,17010302,South Fork Coeur d'Alene,1701030201,Upper South Fork Coeur d'Alene River,1.70E+11,Little North Fork South Fork Coeur d'Alene River-South Fork Coeur d'Alene River,-8,10/1/1978,1/1/2100
595,NM,SNOTEL,Lookout Mountain,33.36027,-107.83122,8500,15,Lower Colorado Region,1504,Upper Gila,150400,Upper Gila,15040001,Upper Gila,1504000104,Headwaters East Fork Gila River,1.50E+11,Taylor Creek,-8,10/1/1978,1/1/2100
596,UT,SNOTEL,Lookout Peak,40.83731,-111.70965,8161,16,Great Basin Region,1602,Great Salt Lake,160202,Jordan,16020204,Jordan,1602020403,Mill Creek-Jordan River,1.60E+11,Parleys Creek,-8,6/23/1988,1/1/2100
597,WY,SNOTEL,Loomis Park,43.17387,-110.14007,8240,14,Upper Colorado Region,1404,Great Divide-Upper Green,140401,Upper Green,14040101,Upper Green,1404010102,Tosi Creek-Green River,1.40E+11,Tosi Creek,-8,10/1/1979,1/1/2100
1118,UT,SNOTEL,Lost Creek Resv,41.22155,-111.35947,6082,16,Great Basin Region,1602,Great Salt Lake,160201,Weber,16020101,Upper Weber,1602010106,Lost Creek,1.60E+11,Upper Lost Creek,-8,10/1/2010,1/1/2100
940,CO,SNOTEL,Lost Dog,40.81588,-106.74835,9320,14,Upper Colorado Region,1405,White-Yampa,140500,White-Yampa,14050001,Upper Yampa,1405000102,Headwaters Elk River,1.41E+11,Outlet North Fork Elk Creek,-8,8/1/1998,1/1/2100
599,WA,SNOTEL,Lost Horse,46.3575,-121.08095,5120,17,Pacific Northwest Region,1703,Yakima,170300,Yakima,17030003,Lower Yakima,1703000303,Simcoe Creek,1.70E+11,Upper Simcoe Creek,-8,10/1/1989,1/1/2100
600,ID,SNOTEL,Lost Lake,47.0809,-115.9604,6110,17,Pacific Northwest Region,1706,Lower Snake,170603,Clearwater,17060308,Lower North Fork Clearwater,1706030801,Upper Little North Fork Clearwater River,1.71E+11,Lost Lake-Little North Fork Clearwater River,-8,10/1/1979,1/1/2100
601,ID,SNOTEL,Lost-Wood Divide,43.82432,-114.26402,7900,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040219,Big Wood,1704021903,Trail Creek-Big Wood River,1.70E+11,Trail Creek,-8,10/1/1979,1/1/2100
972,UT,SNOTEL,Louis Meadow,40.83033,-111.76457,6700,16,Great Basin Region,1602,Great Salt Lake,160202,Jordan,16020204,Jordan,1602020403,Mill Creek-Jordan River,1.60E+11,City Creek,-8,10/1/1999,1/1/2100
602,CO,SNOTEL,Loveland Basin,39.67433,-105.90133,11400,10,Missouri Region,1019,South Platte,101900,South Platte,10190004,Clear,1019000401,Upper Clear Creek,1.02E+11,Headwaters Clear Creek,-8,10/1/1991,1/1/2100
603,MT,SNOTEL,Lower Twin,45.50871,-111.92288,7900,10,Missouri Region,1002,Missouri Headwaters,100200,Missouri Headwaters,10020007,Madison,1002000711,Meadow Creek,1.00E+11,Upper North Meadow Creek,-8,10/1/1976,1/1/2100
604,MT,SNOTEL,Lubrecht Flume,46.88293,-113.32228,4680,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170102,Pend Oreille,17010203,Blackfoot,1701020312,Placid Creek,1.70E+11,Placid Lake,-8,10/1/1970,1/1/2100
605,OR,SNOTEL,Lucky Strike,45.27478,-118.8479,4970,17,Pacific Northwest Region,1707,Middle Columbia,170701,Middle Columbia,17070103,Umatilla,1707010306,Birch Creek,1.71E+11,West Birch Creek,-8,10/1/1978,1/1/2100
606,WA,SNOTEL,Lyman Lake,48.19798,-120.91678,5980,17,Pacific Northwest Region,1702,Upper Columbia,170200,Upper Columbia,17020009,Lake Chelan,1702000902,Upper Lake Chelan,1.70E+11,Upper Railroad Creek,-8,10/1/1978,1/1/2100
1069,WA,SNOTEL,Lynn Lake,47.20172,-121.77972,3900,17,Pacific Northwest Region,1711,Puget Sound,171100,Puget Sound,17110013,Duwamish,1711001302,Middle Green River,1.71E+11,Howard Hansen Dam-Green River,-8,8/30/2007,1/1/2100
607,CO,SNOTEL,Lynx Pass,40.07806,-106.67028,8880,14,Upper Colorado Region,1401,Colorado Headwaters,140100,Colorado Headwaters,14010001,Colorado Headwaters,1401000110,Rock Creek,1.40E+11,Headwaters Rock Creek,-8,10/1/1979,1/1/2100
608,OR,SNOTEL,Madison Butte,45.10513,-119.49585,5150,17,Pacific Northwest Region,1707,Middle Columbia,170702,John Day,17070204,Lower John Day,1707020411,Upper Rock Creek,1.71E+11,Chapin Creek-Rock Creek,-8,10/1/1979,1/1/2100
609,MT,SNOTEL,Madison Plateau,44.58623,-111.11627,7750,10,Missouri Region,1002,Missouri Headwaters,100200,Missouri Headwaters,10020007,Madison,1002000702,Headwaters Madison River,1.00E+11,Middle South Fork Madison River,-8,10/1/1967,1/1/2100
610,ID,SNOTEL,Magic Mountain,42.18072,-114.28662,6880,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040212,Upper Snake-Rock,1704021206,Rock Creek,1.70E+11,Headwaters Rock Creek,-8,10/1/1979,1/1/2100
612,UT,SNOTEL,Mammoth-Cottonwood,39.68338,-111.31818,8709,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030004,San Pitch,1603000402,Upper San Pitch River,1.60E+11,Cottonwood Canyon-San Pitch River,-8,10/1/1978,1/1/2100
905,CO,SNOTEL,Mancos,37.43087,-108.16954,10000,14,Upper Colorado Region,1408,San Juan,140801,Upper San Juan,14080107,Mancos,1408010701,Upper Mancos River,1.41E+11,West Mancos River,-8,8/30/1994,1/1/2100
613,MT,SNOTEL,Many Glacier,48.79698,-113.6705,4900,9,Souris-Red-Rainy Region,904,Saskatchewan River,90400,Upper South Saskatchewan River,9040001,St. Marys,904000102,Swiftcurrent Creek,90400010201,Swiftcurrent Lake,-8,10/1/1976,1/1/2100
614,OR,SNOTEL,Marion Forks,44.59397,-121.97365,2590,17,Pacific Northwest Region,1709,Willamette,170900,Willamette,17090005,North Santiam,1709000502,Headwaters North Santiam River,1.71E+11,Minto Creek-North Santiam River,-8,10/1/1979,1/1/2100
615,NV,SNOTEL,Marlette Lake,39.16395,-119.89672,7884,16,Great Basin Region,1605,Central Lahontan,160501,Truckee,16050101,Lake Tahoe,1605010102,Marlette Lake-Frontal Lake Tahoe,1.61E+11,Sand Harbor-Frontal Lake Tahoe,-8,10/1/1978,1/1/2100
616,WY,SNOTEL,Marquette,44.3016,-109.24019,8760,10,Missouri Region,1008,Big Horn,100800,Big Horn,10080013,South Fork Shoshone,1008001303,Lower South Fork Shoshone River,1.01E+11,Carter Creek-South Fork Shoshone River,-8,10/1/1979,1/1/2100
999,WA,SNOTEL,Marten Ridge,48.76292,-121.69823,3520,17,Pacific Northwest Region,1711,Puget Sound,171100,Puget Sound,17110005,Upper Skagit,1711000510,Baker River,1.71E+11,Swift Creek,-8,7/1/2006,1/1/2100
617,AZ,SNOTEL,Maverick Fork,33.92121,-109.45881,9200,15,Lower Colorado Region,1506,Salt,150601,Salt,15060101,Black,1506010101,Upper Black River,1.51E+11,Upper West Fork Black River,-8,10/1/1953,1/1/2100
618,CO,SNOTEL,Mc Clure Pass,39.12897,-107.28806,9500,14,Upper Colorado Region,1402,Gunnison,140200,Gunnison,14020004,North Fork Gunnison,1402000402,East Muddy Creek,1.40E+11,Lee Creek,-8,10/1/1979,1/1/2100
1040,CO,SNOTEL,Mccoy Park,39.60468,-106.54128,9480,14,Upper Colorado Region,1401,Colorado Headwaters,140100,Colorado Headwaters,14010003,Eagle,1401000303,Middle Eagle River,1.40E+11,June Creek-Eagle River,-8,10/1/2002,1/1/2100
619,OR,SNOTEL,Mckenzie,44.2103,-121.87292,4770,17,Pacific Northwest Region,1709,Willamette,170900,Willamette,17090004,Mckenzie,1709000402,Headwaters McKenzie River,1.71E+11,White Branch,-8,10/1/1979,1/1/2100
1048,NM,SNOTEL,Mcknight Cabin,33.00812,-107.86975,9240,13,Rio Grande Region,1303,Rio Grande-Mimbres,130302,Mimbres,13030202,Mimbres,1303020201,Gallinas Canyon-Mimbres River,1.30E+11,Sheppard Canyon-Mimbres River,-8,9/25/2003,1/1/2100
620,ID,SNOTEL,Meadow Lake,44.43655,-113.31815,9150,17,Pacific Northwest Region,1706,Lower Snake,170602,Salmon,17060204,Lemhi,1706020401,Texas Creek,1.71E+11,Upper Texas Creek,-8,10/1/1979,1/1/2100
897,WA,SNOTEL,Meadows Pass,47.28312,-121.47197,3230,17,Pacific Northwest Region,1711,Puget Sound,171100,Puget Sound,17110012,Lake Washington,1711001201,Cedar River,1.71E+11,Headwaters Cedar River,-8,10/1/1993,1/1/2100
1196,WY,SNOTEL,Med Bow,41.37833,-106.34681,10500,10,Missouri Region,1018,North Platte,101800,North Platte,10180004,Medicine Bow,1018000403,Lower Rock Creek,1.02E+11,Spring Creek,-8,8/15/2012,1/1/2100
914,CO,SNOTEL,Medano Pass,37.85164,-105.43614,9649,13,Rio Grande Region,1301,Rio Grande Headwaters,130100,Rio Grande Headwaters,13010003,San Luis,1301000306,Sand Creek-San Luis Creek,1.30E+11,Medano Creek,-8,10/1/1995,1/1/2100
621,UT,SNOTEL,Merchant Valley,38.30285,-112.43637,8705,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030007,Beaver Bottoms-Upper Beaver,1603000702,South Creek-Beaver River,1.60E+11,Merchant Creek,-8,7/23/1980,1/1/2100
1207,NV,SNOTEL,Merritt Mountain,41.8927,-115.858,6915,17,Pacific Northwest Region,1705,Middle Snake,170501,Middle Snake-Boise,17050102,Bruneau,1705010206,Upper Sheep Creek,1.71E+11,Merritt Creek-Sheep Creek,-8,12/23/2011,1/1/2100
622,CO,SNOTEL,Mesa Lakes,39.05831,-108.05835,10000,14,Upper Colorado Region,1401,Colorado Headwaters,140100,Colorado Headwaters,14010005,Colorado Headwaters-Plateau,1401000513,Big Creek-Plateau Creek,1.40E+11,Coon Creek,-8,10/1/1985,1/1/2100
1011,WA,SNOTEL,MF Nooksack,48.82453,-121.92951,4970,17,Pacific Northwest Region,1711,Puget Sound,171100,Puget Sound,17110004,Nooksack,1711000403,Middle Fork Nooksack River,1.71E+11,Clearwater Creek,-8,10/1/2002,1/1/2100
623,ID,SNOTEL,Mica Creek,47.15045,-116.26643,4510,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170103,Spokane,17010304,St. Joe,1701030406,Middle St Joe River,1.70E+11,Mica Creek,-8,10/1/1989,1/1/2100
937,CO,SNOTEL,Michigan Creek,39.43577,-105.91078,10600,10,Missouri Region,1019,South Platte,101900,South Platte,10190001,South Platte Headwaters,1019000104,Headwates Tarryall Creek,1.02E+11,Michigan Creek,-8,8/10/1998,1/1/2100
1206,NV,SNOTEL,Midas,41.26873,-116.80332,6630,16,Great Basin Region,1604,Black Rock Desert-Humboldt,160401,Humboldt,16040106,Rock,1604010604,Middle Rock Creek,1.60E+11,Frazer Creek,-8,12/23/2011,1/1/2100
624,CO,SNOTEL,Middle Creek,37.61978,-107.03482,11250,13,Rio Grande Region,1301,Rio Grande Headwaters,130100,Rio Grande Headwaters,13010001,Rio Grande Headwaters,1301000105,Red Mountain Creek,1.30E+11,Headwaters Red Mountain Creek,-8,10/1/1979,1/1/2100
1014,CO,SNOTEL,Middle Fork Camp,39.7956,-106.0273,8940,14,Upper Colorado Region,1401,Colorado Headwaters,140100,Colorado Headwaters,14010001,Colorado Headwaters,1401000104,Williams Fork,1.40E+11,Headwaters Williams Fork,-8,9/19/2001,1/1/2100
625,WY,SNOTEL,Middle Powder,43.62728,-107.18138,7760,10,Missouri Region,1008,Big Horn,100800,Big Horn,10080008,Nowood,1008000802,Buffalo Creek,1.01E+11,Little Canyon Creek,-8,10/1/1978,1/1/2100
626,UT,SNOTEL,Midway Valley,37.56933,-112.83849,9827,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030001,Upper Sevier,1603000101,Asay Creek,1.60E+11,Midway Valley-Midway Creek,-8,7/22/1980,1/1/2100
1079,OR,SNOTEL,Milk Shakes,45.9821,-117.94883,5580,17,Pacific Northwest Region,1707,Middle Columbia,170701,Middle Columbia,17070102,Walla Walla,1707010202,Mill Creek-Walla Walla River,1.71E+11,Upper Mill Creek,-8,5/12/2007,1/1/2100
627,ID,SNOTEL,Mill Creek Summit,44.47212,-114.48992,8800,17,Pacific Northwest Region,1706,Lower Snake,170602,Salmon,17060201,Upper Salmon,1706020105,Yankee Fork,1.71E+11,Upper Yankee Fork,-8,10/1/1978,1/1/2100
628,UT,SNOTEL,Mill-D North,40.65883,-111.63683,8963,16,Great Basin Region,1602,Great Salt Lake,160202,Jordan,16020204,Jordan,1602020402,Big Cottonwood Creek-Jordan River,1.60E+11,Headwaters Big Cottonwood Canyon,-8,10/1/1988,1/1/2100
1084,OR,SNOTEL,Miller Woods,45.24755,-123.27563,420,17,Pacific Northwest Region,1709,Willamette,170900,Willamette,17090008,Yamhill,1709000806,North Yamhill River,1.71E+11,Baker Creek,-8,9/22/2006,1/1/2100
629,CO,SNOTEL,Mineral Creek,37.84747,-107.72657,10040,14,Upper Colorado Region,1408,San Juan,140801,Upper San Juan,14080104,Animas,1408010401,Headwaters Animas River,1.41E+11,Mineral Creek,-8,10/1/1978,1/1/2100
631,UT,SNOTEL,Mining Fork,40.49384,-112.61141,8295,16,Great Basin Region,1602,Great Salt Lake,160203,Great Salt Lake,16020304,Rush-Tooele Valleys,1602030405,North Willow Creek-Frontal Great Salt Lake,1.60E+11,South Willow Creek-Frontal Great Salt Lake,-8,9/22/1988,1/1/2100
632,CO,SNOTEL,Molas Lake,37.74932,-107.68866,10500,14,Upper Colorado Region,1408,San Juan,140801,Upper San Juan,14080104,Animas,1408010403,Animas River Canyon,1.41E+11,Tenmile Creek-Animas River,-8,10/1/1985,1/1/2100
633,CA,SNOTEL,Monitor Pass,38.6683,-119.6087,8306,16,Great Basin Region,1605,Central Lahontan,160502,Carson,16050201,Upper Carson,1605020102,Middle East Fork Carson River,1.61E+11,Leviathan Canyon,-8,10/1/1990,1/1/2100
634,UT,SNOTEL,Monte Cristo,41.46547,-111.49688,8932,16,Great Basin Region,1601,Bear,160102,Lower Bear,16010203,Little Bear-Logan,1601020302,Blacksmith Fork,1.60E+11,Sheep Creek,-8,10/1/1978,1/1/2100
635,MT,SNOTEL,Monument Peak,45.21759,-110.237,8850,10,Missouri Region,1007,Upper Yellowstone,100700,Upper Yellowstone,10070002,Upper Yellowstone,1007000209,Boulder River,1.01E+11,Headwaters Boulder River,-8,10/1/1976,1/1/2100
1124,CO,SNOTEL,Moon Pass,37.96661,-106.55837,11140,13,Rio Grande Region,1301,Rio Grande Headwaters,130100,Rio Grande Headwaters,13010004,Saguache,1301000402,Squaw Creek-Saguache Creek,1.30E+11,California Gulch,-8,10/1/2008,1/1/2100
636,ID,SNOTEL,Moonshine,44.4147,-113.39812,7440,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040217,Little Lost,1704021702,Sawmill Creek,1.70E+11,Upper Sawmill Creek,-8,10/1/1979,1/1/2100
638,ID,SNOTEL,Moose Creek,45.67008,-113.95315,6200,17,Pacific Northwest Region,1706,Lower Snake,170602,Salmon,17060203,Middle Salmon-Panther,1706020306,North Fork Salmon River,1.71E+11,Upper North Fork Salmon River,-8,10/1/1979,1/1/2100
637,ID,SNOTEL,Mores Creek Summit,43.932,-115.66588,6100,17,Pacific Northwest Region,1705,Middle Snake,170501,Middle Snake-Boise,17050111,North and Middle Forks Boise,1705011105,Crooked River,1.71E+11,Middle Crooked River,-8,9/30/1978,1/1/2100
639,ID,SNOTEL,Morgan Creek,44.84237,-114.26871,7600,17,Pacific Northwest Region,1706,Lower Snake,170602,Salmon,17060203,Middle Salmon-Panther,1706020309,Upper Panther Creek,1.71E+11,Headwaters Panther Creek,-8,10/1/1979,1/1/2100
640,AZ,SNOTEL,Mormon Mountain,34.94109,-111.51849,7500,15,Lower Colorado Region,1502,Little Colorado,150200,Little Colorado,15020015,Canyon Diablo,1502001502,Walnut Creek,1.50E+11,Mormon Lake,-8,1/1/1963,1/1/2100
1125,AZ,SNOTEL,Mormon Mtn Summit,34.96964,-111.50922,8500,15,Lower Colorado Region,1502,Little Colorado,150200,Little Colorado,15020015,Canyon Diablo,1502001502,Walnut Creek,1.50E+11,Walnut Creek-Upper Lake Mary,-8,6/2/2008,1/1/2100
642,WA,SNOTEL,Morse Lake,46.90585,-121.4827,5410,17,Pacific Northwest Region,1703,Yakima,170300,Yakima,17030002,Naches,1703000201,Little Naches River,1.70E+11,Upper American River,-8,10/1/1978,1/1/2100
643,UT,SNOTEL,Mosby Mtn.,40.60798,-109.8881,9553,14,Upper Colorado Region,1406,Lower Green,140600,Lower Green,14060010,Lower Green-Diamond,1406001007,Dry Fork,1.41E+11,Mosby Sink-Dry Fork,-8,10/1/1978,1/1/2100
989,ID,SNOTEL,Moscow Mountain,46.805,-116.8535,4700,17,Pacific Northwest Region,1706,Lower Snake,170603,Clearwater,17060306,Clearwater,1706030610,Big Bear Creek,1.71E+11,Little Bear Creek,-8,10/1/2000,1/1/2100
644,WA,SNOTEL,Moses Mtn,48.36163,-119.08159,5010,17,Pacific Northwest Region,1702,Upper Columbia,170200,Upper Columbia,17020006,Okanogan,1702000619,Omak Creek,1.70E+11,Upper Omak Creeek,-8,10/1/1991,1/1/2100
645,ID,SNOTEL,Mosquito Ridge,48.05726,-116.23055,5260,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170103,Spokane,17010301,Upper Coeur d'Alene,1701030101,North Fork Coeur d'Alene River,1.70E+11,Upper North Fork Coeur d'Alene River,-8,10/1/1978,1/1/2100
646,MT,SNOTEL,Moss Peak,47.68493,-113.9623,6780,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170102,Pend Oreille,17010208,Flathead Lake,1701020804,Finley Point,1.70E+11,Polson,-8,4/1/1961,1/1/2100
647,OR,SNOTEL,Moss Springs,45.27173,-117.68747,5760,17,Pacific Northwest Region,1706,Lower Snake,170601,Lower Snake,17060104,Upper Grande Ronde,1706010407,Lower Catherine Creek,1.71E+11,Mill Creek,-8,10/1/1979,1/1/2100
648,WA,SNOTEL,Mount Crag,47.7637,-123.026,3960,17,Pacific Northwest Region,1711,Puget Sound,171100,Puget Sound,17110018,Hood Canal,1711001806,Big Quilcene River,1.71E+11,Tunnel Creek,-8,10/1/1989,1/1/2100
898,WA,SNOTEL,Mount Gardner,47.35768,-121.56812,2920,17,Pacific Northwest Region,1711,Puget Sound,171100,Puget Sound,17110012,Lake Washington,1711001201,Cedar River,1.71E+11,Chester Morse Lake-Cedar River,-8,10/1/1993,1/1/2100
649,MT,SNOTEL,Mount Lockhart,47.91727,-112.8238,6400,10,Missouri Region,1003,Missouri-Marias,100302,Marias,10030205,Teton,1003020501,North Fork Teton River-Teton River,1.00E+11,Middle North Fork Teton River,-8,10/1/1968,1/1/2100
650,ID,SNOTEL,Mountain Meadows,45.69694,-115.22972,6320,17,Pacific Northwest Region,1706,Lower Snake,170603,Clearwater,17060302,Lower Selway,1706030203,Meadow Creek,1.71E+11,Headwaters Meadow Creek,-8,10/1/1979,1/1/2100
941,WA,SNOTEL,Mowich,46.92833,-121.95232,3160,17,Pacific Northwest Region,1711,Puget Sound,171100,Puget Sound,17110014,Puyallup,1711001401,Carbon River,1.71E+11,Voight Creek,-8,9/30/1998,1/1/2100
1224,UT,SNOTEL,Mt Baldy,39.13648,-111.50527,9524,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030004,San Pitch,1603000404,Twelvemile Creek,1.60E+11,Headwaters Twelvemile Creek,-8,10/1/2012,1/1/2100
651,OR,SNOTEL,Mt Hood Test Site,45.32097,-121.7158,5370,17,Pacific Northwest Region,1708,Lower Columbia,170800,Lower Columbia,17080001,Lower Columbia-Sandy,1708000103,Salmon River,1.71E+11,Upper Salmon River,-8,10/1/1979,1/1/2100
1269,UT,SNOTEL,Mt Pennell,37.97793,-110.7933,9209,14,Upper Colorado Region,1407,Upper Colorado-Dirty Devil,140700,Upper Colorado-Dirty Devil,14070001,Upper Lake Powell,1407000105,Trachyte Creek,1.41E+11,State Creek,-8,10/1/2015,1/1/2100
652,NV,SNOTEL,Mt Rose Ski Area,39.31573,-119.89473,8801,16,Great Basin Region,1605,Central Lahontan,160501,Truckee,16050102,Truckee,1605010203,Steamboat Creek,1.61E+11,Hidden Valley-Steamboat Creek,-8,10/1/1980,1/1/2100
653,OR,SNOTEL,Mt. Howard,45.26522,-117.17373,7910,17,Pacific Northwest Region,1706,Lower Snake,170601,Lower Snake,17060105,Wallowa,1706010501,Upper Wallowa River,1.71E+11,Upper Prairie Creek,-8,10/1/1979,1/1/2100
1259,WA,SNOTEL,Muckamuck,48.58526,-119.86624,4470,17,Pacific Northwest Region,1702,Upper Columbia,170200,Upper Columbia,17020006,Okanogan,1702000620,Salmon Creek,1.70E+11,West Fork Salmon Creek,-8,6/10/2014,1/1/2100
654,ID,SNOTEL,Mud Flat,42.6004,-116.55925,5730,17,Pacific Northwest Region,1705,Middle Snake,170501,Middle Snake-Boise,17050104,Upper Owyhee,1705010414,Pole Creek,1.71E+11,Upper Pole Creek,-8,10/1/1979,1/1/2100
655,OR,SNOTEL,Mud Ridge,45.25362,-121.73673,4070,17,Pacific Northwest Region,1708,Lower Columbia,170800,Lower Columbia,17080001,Lower Columbia-Sandy,1708000103,Salmon River,1.71E+11,Upper Salmon River,-8,10/1/1978,1/1/2100
656,MT,SNOTEL,Mule Creek,45.40957,-112.95927,8300,10,Missouri Region,1002,Missouri Headwaters,100200,Missouri Headwaters,10020004,Big Hole,1002000413,Willow Creek-Big Hole River,1.00E+11,Birch Creek,-8,10/1/1977,1/1/2100
1053,ID,SNOTEL,Myrtle Creek,48.72263,-116.46312,3520,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170101,Kootenai,17010104,Lower Kootenai,1701010407,Myrtle Creek-Kootenai River,1.70E+11,Myrtle Creek,-8,10/1/2003,1/1/2100
657,MT,SNOTEL,N Fk Elk Creek,46.8716,-113.27725,6250,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170102,Pend Oreille,17010203,Blackfoot,1701020312,Placid Creek,1.70E+11,Placid Lake,-8,10/1/1967,1/1/2100
658,CO,SNOTEL,Nast Lake,39.29722,-106.60694,8700,14,Upper Colorado Region,1401,Colorado Headwaters,140100,Colorado Headwaters,14010004,Roaring Fork,1401000405,Fryingpan River,1.40E+11,Deeds Creek-Fryingpan River,-8,10/1/1985,1/1/2100
1138,NM,SNOTEL,Navajo Whiskey Ck,36.17728,-108.94691,9050,14,Upper Colorado Region,1408,San Juan,140802,Lower San Juan,14080204,Chinle,1408020402,Whiskey Creek,1.41E+11,Whiskey Creek (Local Drainage),-8,5/12/2009,1/1/2100
903,MT,SNOTEL,Nevada Ridge,46.84234,-112.50787,7020,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170102,Pend Oreille,17010203,Blackfoot,1701020303,Blackfoot River-Keep Cool Creek,1.70E+11,Poorman Creek,-8,10/1/1977,1/1/2100
1031,CO,SNOTEL,Never Summer,40.40405,-105.95583,10280,10,Missouri Region,1018,North Platte,101800,North Platte,10180001,North Platte Headwaters,1018000104,Illinois River,1.02E+11,Jack Creek,-8,9/1/2002,1/1/2100
660,OR,SNOTEL,New Crescent Lake,43.51185,-121.97982,4910,17,Pacific Northwest Region,1707,Middle Columbia,170703,Deschutes,17070302,Little Deschutes,1707030202,Crescent Creek,1.71E+11,Upper Crescent Creek,-8,10/1/1979,1/1/2100
661,WY,SNOTEL,New Fork Lake,43.11265,-109.94947,8340,14,Upper Colorado Region,1404,Great Divide-Upper Green,140401,Upper Green,14040102,New Fork,1404010202,Pine Creek,1.40E+11,Upper Pine Creek,-8,10/1/1984,1/1/2100
662,MT,SNOTEL,Nez Perce Camp,45.73107,-114.48075,5650,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170102,Pend Oreille,17010205,Bitterroot,1701020502,Nez Pierce Fork,1.70E+11,Nez Pierce Fork-Nelson Lake,-8,10/1/1967,1/1/2100
663,CO,SNOTEL,Niwot,40.03523,-105.54426,9910,10,Missouri Region,1019,South Platte,101900,South Platte,10190005,St. Vrain,1019000504,Headwaters Boulder Creek,1.02E+11,North Boulder Creek,-8,10/1/1979,1/1/2100
664,MT,SNOTEL,Noisy Basin,48.15678,-113.94637,6040,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170102,Pend Oreille,17010208,Flathead Lake,1701020802,Ashley Creek,1.70E+11,Lower Ashley Creek,-8,4/1/1961,1/1/2100
665,NM,SNOTEL,North Costilla,36.99378,-105.25963,10600,13,Rio Grande Region,1302,Rio Grande-Elephant Butte,130201,Upper Rio Grande,13020101,Upper Rio Grande,1302010101,Costillo Creek,1.30E+11,Casias Creek-Costillo Creek,-8,10/1/1978,1/1/2100
666,OR,SNOTEL,North Fork,45.5505,-122.00283,3060,17,Pacific Northwest Region,1708,Lower Columbia,170800,Lower Columbia,17080001,Lower Columbia-Sandy,1708000105,Bull Run River,1.71E+11,Middle Bull Run River,-8,10/1/1978,1/1/2100
667,MT,SNOTEL,North Fork Jocko,47.2726,-113.75617,6330,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170102,Pend Oreille,17010212,Lower Flathead,1701021207,Jocko River,1.70E+11,Middle Fork Jocko River,-8,4/1/1961,1/1/2100
668,WY,SNOTEL,North French Creek,41.3308,-106.37555,10130,10,Missouri Region,1018,North Platte,101800,North Platte,10180002,Upper North Platte,1018000205,Encampment River,1.02E+11,Encampment River-West Fork,-8,9/1/1962,1/1/2100
669,CO,SNOTEL,North Lost Trail,39.07813,-107.14389,9200,14,Upper Colorado Region,1401,Colorado Headwaters,140100,Colorado Headwaters,14010004,Roaring Fork,1401000407,Cyrstal River,1.40E+11,Yule Creek-Crystal River,-8,10/1/1984,1/1/2100
